,x,y,target
0,1.631738543510437,-9.076773643493652,8.0
1,-14.043474197387695,13.535255432128906,7.0
2,-15.298017501831055,6.112783908843994,7.0
3,11.292661666870117,-5.47849702835083,12.0
4,-8.52064037322998,14.007468223571777,6.0
5,3.2675390243530273,1.1876062154769897,6.0
6,-10.776698112487793,-1.694587230682373,7.0
7,-16.716876983642578,-0.46881169080734253,7.0
8,-1.1586520671844482,-10.74121379852295,3.0
9,11.846514701843262,-4.561953544616699,12.0
10,21.451255798339844,-14.05372142791748,2.0
11,5.0677809715271,-2.7763190269470215,9.0
12,-12.09099006652832,-0.9462496638298035,0.0
13,-2.5748744010925293,-10.291303634643555,3.0
14,18.42888832092285,-7.072554588317871,9.0
15,19.122901916503906,-3.0940134525299072,2.0
16,-4.264932632446289,14.695216178894043,6.0
17,23.880489349365234,-11.466154098510742,9.0
18,-9.715253829956055,6.3079752922058105,10.0
19,19.561832427978516,-10.09725284576416,9.0
20,15.206534385681152,-12.250937461853027,2.0
21,-2.7949814796447754,0.294473260641098,6.0
22,-12.953063011169434,-3.304001808166504,0.0
23,-9.63892936706543,-3.5091753005981445,0.0
24,-14.426530838012695,12.934110641479492,7.0
25,-2.3302197456359863,-6.063547611236572,14.0
26,2.0343947410583496,2.9956142902374268,6.0
27,16.69355583190918,-15.497339248657227,2.0
28,-10.469361305236816,0.4573439657688141,7.0
29,-9.158978462219238,2.5599939823150635,7.0
30,-11.314311027526855,19.007322311401367,5.0
31,-1.7526031732559204,-9.447660446166992,3.0
32,-2.597301483154297,6.23396110534668,1.0
33,20.6584529876709,-10.069066047668457,9.0
34,-17.171438217163086,15.926356315612793,1.0
35,-16.431612014770508,13.214287757873535,1.0
36,-7.2904276847839355,-3.714148759841919,14.0
37,-8.077638626098633,6.179598331451416,1.0
38,6.421440601348877,2.489170551300049,11.0
39,24.211000442504883,-7.522385597229004,4.0
40,14.396757125854492,-1.688862681388855,10.0
41,-8.555065155029297,2.9103763103485107,7.0
42,6.192432880401611,-3.7751786708831787,9.0
43,23.323318481445312,-13.042924880981445,2.0
44,3.6653552055358887,-1.3927483558654785,9.0
45,11.095039367675781,-0.3790414035320282,10.0
46,-13.589761734008789,0.05045545473694801,0.0
47,23.039148330688477,-14.298298835754395,2.0
48,13.491633415222168,-11.630776405334473,10.0
49,24.51168441772461,-9.414241790771484,4.0
50,-11.273110389709473,14.987113952636719,7.0
51,0.516330361366272,-17.113506317138672,0.0
52,6.219577789306641,5.114707946777344,4.0
53,-13.702678680419922,4.150581359863281,7.0
54,1.5267441272735596,-16.728626251220703,8.0
55,3.3642029762268066,-10.111712455749512,8.0
56,19.007017135620117,-14.628134727478027,2.0
57,18.88112449645996,-3.981008291244507,2.0
58,4.801694393157959,-12.87144660949707,8.0
59,5.327197074890137,-7.295862197875977,12.0
60,-11.32621955871582,-4.159317493438721,0.0
61,-9.28193473815918,-13.579992294311523,12.0
62,15.407356262207031,-7.903756141662598,10.0
63,-0.530483603477478,7.193973541259766,6.0
64,-2.285965919494629,4.391373634338379,6.0
65,-9.203845024108887,2.030583620071411,7.0
66,2.947826623916626,2.203857421875,6.0
67,13.1201753616333,-5.192909240722656,10.0
68,-5.224175453186035,15.516448974609375,6.0
69,-5.838797569274902,1.9255448579788208,6.0
70,-10.140201568603516,3.67409610748291,7.0
71,-2.128446340560913,-11.00051498413086,3.0
72,-11.236807823181152,-0.24496956169605255,7.0
73,13.500652313232422,4.672970771789551,5.0
74,-14.45878791809082,11.337871551513672,10.0
75,-15.084436416625977,2.290497303009033,7.0
76,-11.575498580932617,6.822923183441162,10.0
77,4.595526218414307,8.736377716064453,4.0
78,-5.383831977844238,4.68439245223999,1.0
79,2.3317387104034424,5.447146415710449,6.0
80,2.9142165184020996,10.2583589553833,14.0
81,-11.428750991821289,2.2026495933532715,7.0
82,-4.280998706817627,-9.976964950561523,3.0
83,-9.129573822021484,11.141756057739258,10.0
84,-17.660125732421875,15.255897521972656,1.0
85,8.940025329589844,-6.043826103210449,12.0
86,-0.27803969383239746,-3.9171688556671143,14.0
87,18.142080307006836,-3.6682536602020264,2.0
88,-2.9225001335144043,12.803329467773438,6.0
89,-10.629051208496094,-1.2323466539382935,7.0
90,10.848745346069336,-5.795727252960205,12.0
91,-12.415491104125977,9.809677124023438,10.0
92,7.014169692993164,-5.222043514251709,12.0
93,20.92357063293457,-7.263564109802246,9.0
94,-0.2999110221862793,5.1728596687316895,6.0
95,3.013282060623169,-1.4722853899002075,14.0
96,-1.009629249572754,-14.085471153259277,3.0
97,19.648799896240234,-10.954231262207031,9.0
98,-14.05070686340332,-2.966437578201294,7.0
99,9.256268501281738,-10.232820510864258,6.0
100,-13.61772346496582,21.963031768798828,13.0
