,x,y,target
0,8.877750396728516,-7.38998556137085,3.0
1,-7.84623908996582,1.5206537246704102,12.0
2,2.9019739627838135,-0.7979947328567505,2.0
3,0.5790950655937195,-15.915481567382812,4.0
4,-0.5793213248252869,-8.689727783203125,14.0
5,-10.069229125976562,-2.3425657749176025,6.0
6,8.07962417602539,-5.515120506286621,2.0
7,10.645262718200684,-8.407645225524902,2.0
8,-17.95319938659668,2.357696294784546,3.0
9,-12.8611421585083,14.306879043579102,5.0
10,-11.24135684967041,18.050968170166016,5.0
11,-3.704153537750244,9.895848274230957,0.0
12,6.481387615203857,-6.1113433837890625,2.0
13,15.979745864868164,-7.565746784210205,10.0
14,19.43389892578125,1.863660454750061,7.0
15,-8.375798225402832,12.190411567687988,4.0
16,-4.2984209060668945,-2.7670774459838867,14.0
17,-10.169654846191406,16.08919906616211,5.0
18,11.751461029052734,11.232503890991211,13.0
19,5.29343843460083,15.98022174835205,7.0
20,-7.3438615798950195,17.088314056396484,4.0
21,0.6454949975013733,3.078223943710327,1.0
22,10.379711151123047,-5.59614372253418,2.0
23,6.963347911834717,-2.69687819480896,2.0
24,3.56955623626709,0.06056460738182068,2.0
25,15.679542541503906,-3.3021421432495117,10.0
26,10.70580768585205,-12.964126586914062,6.0
27,-9.01823902130127,18.105127334594727,4.0
28,5.777275562286377,-7.362269878387451,2.0
29,-1.5403059720993042,-5.243136882781982,14.0
30,-8.285149574279785,7.117370128631592,14.0
31,18.317094802856445,-8.151387214660645,10.0
32,9.873566627502441,3.062102794647217,1.0
33,4.483904838562012,15.282430648803711,7.0
34,-4.288609981536865,1.4533661603927612,1.0
35,-10.809316635131836,4.187135696411133,12.0
36,-12.328645706176758,1.7386425733566284,12.0
37,11.821840286254883,12.858553886413574,13.0
38,-13.222198486328125,-9.750228881835938,6.0
39,-15.717949867248535,18.633968353271484,5.0
40,-17.058530807495117,14.672713279724121,0.0
41,-0.4845120310783386,-5.456566333770752,2.0
42,-0.047296375036239624,11.066163063049316,8.0
43,-11.543210983276367,17.04047393798828,5.0
44,-3.945962429046631,9.65745735168457,0.0
45,5.935639381408691,-11.526528358459473,2.0
46,5.738403797149658,-9.432357788085938,2.0
47,-9.890987396240234,17.431087493896484,4.0
48,-1.1115528345108032,-16.537355422973633,4.0
49,-15.606409072875977,12.57679557800293,5.0
50,-1.3188894987106323,0.900330662727356,14.0
51,9.086490631103516,8.738000869750977,1.0
52,-10.784087181091309,-6.424962520599365,6.0
53,3.2961912155151367,-4.107324600219727,2.0
54,-16.8732852935791,4.348918437957764,3.0
55,-7.887788772583008,-21.713817596435547,9.0
56,-6.4338788986206055,16.37060546875,4.0
57,-12.115015983581543,16.19635772705078,5.0
58,-19.83448600769043,-0.9900941252708435,12.0
59,1.0513691902160645,10.960026741027832,8.0
60,13.100658416748047,-2.5397233963012695,10.0
61,6.749578952789307,-14.444693565368652,0.0
62,-13.181268692016602,15.784561157226562,5.0
63,9.17701530456543,2.9584436416625977,1.0
64,-4.851322174072266,-8.404508590698242,1.0
65,1.4531477689743042,-7.854555606842041,2.0
66,-1.147613286972046,5.441879749298096,6.0
67,5.777537822723389,-13.68387222290039,0.0
68,-5.399875164031982,-1.132047176361084,14.0
