,x,y,target
0,8.877750396728516,-7.38998556137085,0.0
1,-7.84623908996582,1.5206537246704102,1.0
2,2.9019739627838135,-0.7979947328567505,1.0
3,0.5790950655937195,-15.915481567382812,0.0
4,-0.5793213248252869,-8.689727783203125,1.0
5,-10.069229125976562,-2.3425657749176025,0.0
6,8.07962417602539,-5.515120506286621,1.0
7,10.645262718200684,-8.407645225524902,1.0
8,-17.95319938659668,2.357696294784546,0.0
9,-12.8611421585083,14.306879043579102,0.0
10,-11.24135684967041,18.050968170166016,0.0
11,-3.704153537750244,9.895848274230957,0.0
12,6.481387615203857,-6.1113433837890625,1.0
13,15.979745864868164,-7.565746784210205,1.0
14,19.43389892578125,1.863660454750061,0.0
15,-8.375798225402832,12.190411567687988,0.0
16,-4.2984209060668945,-2.7670774459838867,1.0
17,-10.169654846191406,16.08919906616211,0.0
18,11.751461029052734,11.232503890991211,1.0
19,5.29343843460083,15.98022174835205,0.0
20,-7.3438615798950195,17.088314056396484,0.0
21,0.6454949975013733,3.078223943710327,1.0
22,10.379711151123047,-5.59614372253418,1.0
23,6.963347911834717,-2.69687819480896,1.0
24,3.56955623626709,0.06056460738182068,1.0
25,15.679542541503906,-3.3021421432495117,1.0
26,10.70580768585205,-12.964126586914062,1.0
27,-9.01823902130127,18.105127334594727,0.0
28,5.777275562286377,-7.362269878387451,1.0
29,-1.5403059720993042,-5.243136882781982,1.0
30,-8.285149574279785,7.117370128631592,1.0
31,18.317094802856445,-8.151387214660645,1.0
32,9.873566627502441,3.062102794647217,1.0
33,4.483904838562012,15.282430648803711,1.0
34,-4.288609981536865,1.4533661603927612,1.0
35,-10.809316635131836,4.187135696411133,1.0
36,-12.328645706176758,1.7386425733566284,1.0
37,11.821840286254883,12.858553886413574,1.0
38,-13.222198486328125,-9.750228881835938,0.0
39,-15.717949867248535,18.633968353271484,0.0
40,-17.058530807495117,14.672713279724121,1.0
41,-0.4845120310783386,-5.456566333770752,1.0
42,-0.047296375036239624,11.066163063049316,1.0
43,-11.543210983276367,17.04047393798828,0.0
44,-3.945962429046631,9.65745735168457,0.0
45,5.935639381408691,-11.526528358459473,1.0
46,5.738403797149658,-9.432357788085938,1.0
47,-9.890987396240234,17.431087493896484,0.0
48,-1.1115528345108032,-16.537355422973633,0.0
49,-15.606409072875977,12.57679557800293,0.0
50,-1.3188894987106323,0.900330662727356,1.0
51,9.086490631103516,8.738000869750977,1.0
52,-10.784087181091309,-6.424962520599365,0.0
53,3.2961912155151367,-4.107324600219727,1.0
54,-16.8732852935791,4.348918437957764,1.0
55,-7.887788772583008,-21.713817596435547,0.0
56,-6.4338788986206055,16.37060546875,0.0
57,-12.115015983581543,16.19635772705078,0.0
58,-19.83448600769043,-0.9900941252708435,0.0
59,1.0513691902160645,10.960026741027832,1.0
60,13.100658416748047,-2.5397233963012695,1.0
61,6.749578952789307,-14.444693565368652,1.0
62,-13.181268692016602,15.784561157226562,0.0
63,9.17701530456543,2.9584436416625977,1.0
64,-4.851322174072266,-8.404508590698242,1.0
65,1.4531477689743042,-7.854555606842041,1.0
66,-1.147613286972046,5.441879749298096,1.0
67,5.777537822723389,-13.68387222290039,1.0
68,-5.399875164031982,-1.132047176361084,1.0
69,9.158628463745117,-0.04891206696629524,1.0
70,0.7717233300209045,-5.541492938995361,1.0
71,15.38239860534668,-7.981884002685547,1.0
72,6.89937686920166,-7.1656494140625,1.0
73,-7.598756790161133,-2.34096622467041,1.0
74,3.171889543533325,2.51058292388916,1.0
75,7.33768367767334,-4.165382385253906,1.0
76,8.801098823547363,6.509599685668945,1.0
77,1.4709343910217285,15.974393844604492,1.0
78,-14.070096015930176,1.9817157983779907,0.0
79,-14.02488899230957,-4.4496612548828125,0.0
80,-10.26317310333252,-4.380198001861572,1.0
81,3.0064146518707275,-6.359458923339844,1.0
82,16.208721160888672,-6.778925895690918,1.0
83,1.8512362241744995,-10.497048377990723,1.0
84,11.152593612670898,12.731202125549316,1.0
85,5.037932395935059,-13.961504936218262,1.0
86,16.709238052368164,-2.843745708465576,1.0
87,-10.163978576660156,14.38148021697998,0.0
88,-4.4785990715026855,-3.68585467338562,1.0
89,7.727581977844238,-3.288541793823242,1.0
90,7.338784217834473,-12.751649856567383,1.0
91,-10.256308555603027,7.100734710693359,1.0
92,-5.1682329177856445,-14.666448593139648,0.0
93,-15.467299461364746,16.006322860717773,0.0
94,-7.565740585327148,-5.627729892730713,1.0
95,-4.309527397155762,5.278115272521973,0.0
96,-8.538582801818848,-22.68829917907715,0.0
97,-13.554950714111328,20.318885803222656,0.0
98,11.207094192504883,-8.982867240905762,1.0
99,-4.667439937591553,-14.652688026428223,0.0
100,-11.898245811462402,-16.149442672729492,1.0
101,-14.881345748901367,18.928485870361328,0.0
102,12.768335342407227,-4.686084747314453,1.0
103,-12.894347190856934,4.686878681182861,1.0
104,-1.5277578830718994,-0.3938451409339905,1.0
105,4.339841842651367,-6.376199245452881,1.0
106,2.028215169906616,-5.176397800445557,1.0
107,-6.627096176147461,18.86846351623535,0.0
108,-6.849665641784668,-10.436691284179688,1.0
109,3.4343085289001465,18.7010555267334,0.0
110,18.292043685913086,0.3649088144302368,0.0
111,11.592429161071777,-1.3788871765136719,1.0
112,-12.291315078735352,7.049898624420166,1.0
113,-8.959769248962402,4.033071517944336,1.0
114,6.999840259552002,7.818511009216309,1.0
115,15.655343055725098,-6.528146743774414,1.0
116,3.443620443344116,-2.1375515460968018,1.0
117,-12.431245803833008,4.570079326629639,1.0
118,11.724555015563965,-6.550349712371826,1.0
119,2.4234511852264404,4.876561164855957,1.0
120,-8.24104118347168,-7.365423679351807,1.0
121,9.434850692749023,-1.8082695007324219,1.0
122,-11.341160774230957,-16.620859146118164,1.0
123,-6.167508602142334,-4.654604434967041,0.0
124,-12.840622901916504,10.260771751403809,1.0
125,-11.0244779586792,-6.972751617431641,0.0
126,-10.033227920532227,-8.518022537231445,0.0
127,-6.3921918869018555,0.9424929618835449,1.0
128,-13.88839340209961,-0.09198696166276932,0.0
129,11.506376266479492,14.284144401550293,1.0
130,-11.304187774658203,4.817463397979736,1.0
131,-7.07792854309082,18.726308822631836,0.0
132,-2.5404393672943115,-1.6593401432037354,1.0
133,-10.476666450500488,0.3585319519042969,1.0
134,-5.003766059875488,-7.64828634262085,1.0
135,-3.420238733291626,-4.326042175292969,1.0
136,4.428322792053223,6.256629467010498,1.0
137,14.440930366516113,-4.832144260406494,1.0
138,12.292494773864746,-1.3274273872375488,1.0
139,-9.359440803527832,-19.468368530273438,0.0
140,-11.123006820678711,13.310858726501465,0.0
141,8.43705940246582,2.814535617828369,1.0
142,-12.20872688293457,17.536270141601562,0.0
143,-3.2476730346679688,-13.533653259277344,1.0
144,-4.286683559417725,-7.758612632751465,1.0
145,3.6725285053253174,6.816595554351807,1.0
146,9.220640182495117,-0.6416330933570862,1.0
147,-14.150371551513672,18.21027374267578,0.0
148,-13.039663314819336,17.119688034057617,0.0
149,3.1468939781188965,12.902318000793457,1.0
150,-10.948431968688965,-8.055231094360352,0.0
151,-1.9180359840393066,11.157066345214844,1.0
152,-4.429093837738037,-7.348536014556885,1.0
153,-8.697754859924316,4.783473014831543,1.0
154,1.8333767652511597,8.952760696411133,1.0
155,16.171682357788086,3.229522466659546,1.0
156,-2.52433705329895,11.835865020751953,1.0
157,-9.253621101379395,19.851573944091797,0.0
158,-4.736818790435791,-9.079094886779785,1.0
159,-0.9699667692184448,0.4946024417877197,1.0
160,-11.787788391113281,-16.297893524169922,1.0
161,6.657106399536133,-10.443328857421875,1.0
162,9.23794174194336,-4.732626438140869,1.0
163,-16.603134155273438,-1.2853671312332153,0.0
164,-1.9566184282302856,-6.580506324768066,1.0
165,8.486062049865723,5.959049224853516,1.0
166,11.628256797790527,7.655394077301025,1.0
167,-8.463235855102539,-6.750617980957031,0.0
168,15.671712875366211,10.336997985839844,1.0
169,10.969976425170898,11.611260414123535,1.0
170,10.724747657775879,14.880162239074707,1.0
171,-12.477897644042969,7.063356876373291,1.0
172,-9.180994987487793,5.199689865112305,1.0
173,-1.6008460521697998,-7.48330545425415,1.0
174,-8.893545150756836,19.109636306762695,0.0
175,9.601401329040527,11.777165412902832,1.0
176,-2.035332679748535,0.15204131603240967,1.0
177,-17.896005630493164,-2.932584285736084,0.0
178,-5.00629997253418,-3.4692506790161133,1.0
179,-11.133843421936035,1.8907216787338257,1.0
180,-2.3905413150787354,-3.3648617267608643,1.0
181,1.571365237236023,7.638480186462402,1.0
182,4.581815719604492,-3.3549509048461914,1.0
183,9.251724243164062,16.655107498168945,1.0
184,-10.097029685974121,2.0534844398498535,1.0
185,-16.001346588134766,-3.241241931915283,0.0
186,-9.637184143066406,-6.664359092712402,0.0
187,9.870528221130371,10.21737003326416,1.0
188,4.75350284576416,13.712940216064453,1.0
189,13.336461067199707,-5.795087814331055,1.0
190,-2.50399112701416,-5.120112895965576,1.0
191,-11.823875427246094,5.342141628265381,1.0
192,-6.248776912689209,18.378721237182617,0.0
193,3.8678550720214844,3.9565882682800293,1.0
194,-0.04152216389775276,2.4536190032958984,1.0
195,-0.3542999029159546,-15.634857177734375,0.0
196,-18.80931854248047,12.568172454833984,0.0
197,-2.1145739555358887,12.800951957702637,1.0
198,-3.988699197769165,-0.5608320832252502,1.0
199,16.21466064453125,3.288750171661377,1.0
200,-7.045753002166748,17.848257064819336,0.0
201,16.396604537963867,-1.8840265274047852,1.0
202,-17.861116409301758,-4.084087371826172,0.0
203,4.420503616333008,10.185903549194336,1.0
204,-3.3067057132720947,8.51624870300293,1.0
205,-6.668379306793213,13.739579200744629,0.0
206,8.821089744567871,5.761833667755127,1.0
207,-0.11475631594657898,-15.164666175842285,1.0
208,-11.75316047668457,-8.937114715576172,0.0
209,13.528634071350098,3.434908390045166,1.0
210,-13.833008766174316,-4.208620548248291,1.0
211,-17.101818084716797,14.82313060760498,0.0
212,9.187150001525879,12.269612312316895,1.0
213,8.289048194885254,-9.33604907989502,1.0
214,17.789804458618164,-8.953920364379883,1.0
215,13.440035820007324,-10.634113311767578,1.0
216,-15.965350151062012,15.564701080322266,0.0
217,-9.091443061828613,2.5559191703796387,1.0
218,9.398637771606445,1.0188093185424805,1.0
219,13.08570384979248,7.359376907348633,1.0
220,15.504250526428223,-9.996346473693848,1.0
221,3.4976229667663574,2.715754747390747,1.0
222,-10.341090202331543,-9.369206428527832,0.0
223,-12.113465309143066,12.733503341674805,1.0
224,12.766762733459473,-5.56658411026001,1.0
225,-0.8522585034370422,-10.756271362304688,1.0
226,0.1562090516090393,-12.30734634399414,1.0
227,2.0727596282958984,9.687057495117188,1.0
228,-18.328092575073242,2.7026431560516357,0.0
229,1.7628635168075562,12.90536117553711,1.0
230,1.8656388521194458,-8.733327865600586,1.0
231,-13.588689804077148,2.6152114868164062,1.0
232,-13.087072372436523,18.38871955871582,0.0
233,5.59104061126709,-3.9478275775909424,1.0
234,-7.665886402130127,-7.8369364738464355,1.0
235,-7.952728271484375,14.066889762878418,0.0
236,12.74303913116455,5.803544521331787,1.0
237,-0.6149039268493652,-10.612174034118652,1.0
238,5.915085792541504,15.893342971801758,1.0
239,10.337380409240723,-9.682172775268555,1.0
240,-17.168800354003906,4.006441593170166,1.0
241,6.2164387702941895,0.4584382176399231,1.0
242,10.188921928405762,7.617773532867432,1.0
243,-14.358047485351562,16.676692962646484,0.0
244,-14.086360931396484,-0.13572798669338226,0.0
245,-2.5834450721740723,-0.7748002409934998,1.0
246,7.2379608154296875,-12.065078735351562,1.0
247,4.95527458190918,4.838105201721191,1.0
248,-5.226405143737793,-1.792075753211975,1.0
249,12.930344581604004,-3.34934139251709,1.0
250,5.922155857086182,-2.660849094390869,1.0
251,-2.8445160388946533,-13.02151107788086,1.0
252,-3.5738155841827393,-17.904403686523438,0.0
253,5.617064476013184,-10.141092300415039,1.0
254,-8.07641315460205,17.223262786865234,0.0
255,-6.819544792175293,2.20218825340271,1.0
256,17.468191146850586,-0.27023500204086304,1.0
257,6.175533771514893,3.036550521850586,1.0
258,2.0602622032165527,13.421825408935547,1.0
259,-17.37020492553711,0.40772539377212524,1.0
260,-2.72517991065979,-2.342721939086914,1.0
261,-4.880601406097412,17.87136459350586,0.0
262,10.52713680267334,-6.292083263397217,1.0
263,1.1813143491744995,12.133021354675293,1.0
264,-8.255780220031738,16.104629516601562,0.0
265,12.91938591003418,-7.20338773727417,1.0
266,3.0984251499176025,-3.7044670581817627,1.0
267,-2.9888837337493896,-4.03778600692749,1.0
268,5.822690963745117,4.652148246765137,1.0
269,7.008613586425781,-7.954561233520508,1.0
270,-0.8250951170921326,-2.3452374935150146,1.0
271,-19.427017211914062,3.4149348735809326,0.0
272,4.700585842132568,-0.15568456053733826,1.0
273,8.5341157913208,-2.836615562438965,1.0
